Seconds, instMass, instFuel, Acceleration, Acceleration X, Acceleration Y, Total Speed, Speed X, Speed Y, Height, Delta X, Gravitational Acceleration
10, 2090000.0, 1950000.0, 6.811948984990881,1.8115864747257486, 6.566643238269385,63.60744458463974 , 15.17687032791222, 61.77029717945149, 272.4123672740901, 66.8321592013643, 9.825268841195017
11, 2080000.0, 1940000.0, 6.8899303074215865,1.8379886590409151, 6.640251300241844,70.41693752351225 , 16.98845680263797, 68.33694041772087, 334.18266445354163, 82.91482276663939, 9.825078329500986
12, 2070000.0, 1930000.0, 6.968350449276224,1.8647750168317667, 6.714203014545229,77.3046850238309 , 18.826445461678883, 74.97719171796271, 402.5196048712625, 100.82227389879782, 9.824867571448998
13, 2060000.0, 1920000.0, 7.0472173757812,1.8919516418339533, 6.788504380677254,84.27105421337012 , 20.69122047851065, 81.69139473250794, 477.49679658922526, 120.58110686889259, 9.82463634199064
14, 2050000.0, 1910000.0, 7.126540716145054,1.919524886604856, 6.863163030890194,91.31643997712865 , 22.583172120344603, 88.4798991131852, 559.1881913217333, 142.2183031683202, 9.824384415240306
15, 2040000.0, 1900000.0, 7.206331855535376,1.9475014052199717, 6.938188314594104,98.44125994532675 , 24.502697006949457, 95.34306214407539, 647.6680904349184, 165.76123773196724, 9.824111564463964
16, 2030000.0, 1890000.0, 7.286604032691646,1.975888251944809, 7.013591372832085,105.64595208256779 , 26.450198412169428, 102.28125045866949, 743.0111525789938, 191.23768544152668, 9.823817562063068
17, 2020000.0, 1880000.0, 7.367372397640531,2.0046927519899143, 7.089385235380758,112.93097384689764 , 28.426086664114237, 109.29484183150157, 845.2924030376632, 218.67582797966853, 9.823502179553321
18, 2010000.0, 1870000.0, 7.448654109030652,2.0339226499841723, 7.16558488121246,120.29680230923519 , 30.43077941610415, 116.38422706688233, 954.5872448691648, 248.10426101977774, 9.823165187537983
19, 2000000.0, 1860000.0, 7.5304684029426125,2.0635861102408675, 7.24220731085061,127.74393493489022 , 32.46470206608832, 123.5498119480948, 1070.9714719360472, 279.552001760874, 9.822806355675583
20, 1990000.0, 1850000.0, 7.612836641999791,2.0936916275693136, 7.319271624036152,135.2728908030725 , 34.52828817632919, 130.7920192589454, 1194.5212838841421, 313.04849688208276, 9.822425452641706
21, 1980000.0, 1840000.0, 7.695782401941171,2.1242482149780306, 7.3967990576458185,142.88421212338577 , 36.621979803898505, 138.11129088298156, 1325.3133031430875, 348.6236308721966, 9.822022246084721
22, 1970000.0, 1830000.0, 7.779331512537996,2.1552653457859265, 7.47481304590429,150.57846600314562 , 38.746228018876536, 145.50808994062737, 1463.4245940260691, 386.3077347835841, 9.8215965025752
23, 1960000.0, 1820000.0, 7.863512103647236,2.186752975430474, 7.553339263441869,158.35624637394662 , 40.901493364662464, 152.98290298653166, 1608.9326839666965, 426.1315954753536, 9.821147987548928
24, 1950000.0, 1810000.0, 7.948354643141711,2.2187215629222545, 7.632405660037746,166.21817604704583 , 43.08824634009294, 160.53624224997353, 1761.915586953228, 468.12646532773135, 9.82067646524329
25, 1940000.0, 1800000.0, 8.03389197625602,2.251182156465827, 7.712042478135137,174.1649088664137 , 45.30696790301519, 168.16864791001126, 1922.4518292032017, 512.3240724492854, 9.82018169862695
26, 1930000.0, 1790000.0, 8.120159320677585,2.2841462560999357, 7.792282289158402,182.19713194364815 , 47.55815005948102, 175.8806903881464, 2090.620477113213, 558.7566314305335, 9.81966344932274
